event_id,user_id,system,timestamp,success
L000092,U0001,data-warehouse,2026-06-22 11:58:00,True
L000093,U0001,payments-gateway,2026-06-02 18:05:00,True
L000094,U0001,gl-system,2026-06-12 16:22:00,True
L000095,U0001,data-warehouse,2026-06-05 14:20:00,True
L000096,U0001,card-switch,2026-04-15 12:15:00,True
L000097,U0001,core-banking,2026-04-22 16:08:00,True
L000098,U0001,payments-gateway,2026-05-29 12:59:00,True
L000099,U0001,data-warehouse,2026-06-11 09:20:00,True
L000100,U0001,core-banking,2026-05-28 09:34:00,True
L000101,U0001,payments-gateway,2026-04-11 13:57:00,True
L000102,U0001,gl-system,2026-06-27 13:38:00,True
L000103,U0001,crm,2026-05-05 15:12:00,True
L000104,U0001,data-warehouse,2026-05-18 11:46:00,True
L000105,U0001,gl-system,2026-04-28 11:16:00,True
L000106,U0001,gl-system,2026-04-08 11:46:00,True
L000107,U0001,payments-gateway,2026-05-01 07:25:00,True
L000108,U0001,core-banking,2026-06-23 08:21:00,True
L000109,U0001,card-switch,2026-04-10 10:32:00,True
L000110,U0001,gl-system,2026-06-17 15:46:00,True
L000111,U0001,core-banking,2026-05-23 14:09:00,True
L000112,U0002,crm,2026-04-11 13:30:00,False
L000113,U0002,payments-gateway,2026-06-28 10:57:00,True
L000114,U0002,gl-system,2026-04-22 12:48:00,True
L000115,U0002,crm,2026-07-01 17:26:00,True
L000116,U0002,data-warehouse,2026-06-09 12:02:00,True
L000117,U0002,gl-system,2026-05-07 10:19:00,True
L000118,U0002,data-warehouse,2026-05-14 12:45:00,True
L000119,U0002,payments-gateway,2026-05-13 14:41:00,True
L000120,U0002,gl-system,2026-06-08 14:48:00,True
L000121,U0002,crm,2026-06-21 14:44:00,True
L000122,U0002,core-banking,2026-05-08 11:43:00,True
L000123,U0002,gl-system,2026-06-24 13:59:00,True
L000124,U0002,gl-system,2026-05-12 17:22:00,True
L000125,U0002,data-warehouse,2026-06-08 18:41:00,True
L000126,U0002,data-warehouse,2026-06-20 12:17:00,True
L000127,U0002,gl-system,2026-04-28 12:11:00,True
L000128,U0002,card-switch,2026-05-22 11:12:00,True
L000129,U0002,crm,2026-04-16 13:46:00,True
L000130,U0002,data-warehouse,2026-05-04 10:43:00,True
L000131,U0002,gl-system,2026-05-29 15:24:00,True
L000132,U0002,card-switch,2026-04-07 11:31:00,True
L000133,U0002,card-switch,2026-05-18 12:01:00,True
L000134,U0002,card-switch,2026-05-07 14:03:00,True
L000135,U0002,payments-gateway,2026-04-10 06:49:00,True
L000136,U0002,payments-gateway,2026-04-23 06:17:00,True
L000137,U0002,card-switch,2026-05-12 14:49:00,True
L000138,U0002,data-warehouse,2026-04-14 18:35:00,True
L000139,U0002,card-switch,2026-06-18 14:25:00,True
L000140,U0002,core-banking,2026-06-01 20:59:00,True
L000141,U0002,crm,2026-04-18 12:53:00,True
L000142,U0002,payments-gateway,2026-05-16 09:36:00,True
L000143,U0002,crm,2026-05-29 16:11:00,True
L000144,U0002,payments-gateway,2026-04-24 14:15:00,True
L000145,U0002,core-banking,2026-06-01 13:43:00,True
L000146,U0002,card-switch,2026-05-03 19:10:00,True
L000147,U0002,data-warehouse,2026-05-27 10:44:00,True
L000148,U0002,core-banking,2026-04-09 06:32:00,True
L000149,U0002,data-warehouse,2026-06-03 12:50:00,True
L000150,U0002,crm,2026-05-27 10:33:00,True
L000151,U0002,card-switch,2026-05-08 08:04:00,True
L000152,U0002,card-switch,2026-05-20 11:17:00,True
L000153,U0002,core-banking,2026-06-04 12:34:00,True
L000154,U0002,card-switch,2026-05-20 18:03:00,True
L000155,U0002,core-banking,2026-05-10 13:51:00,True
L000156,U0002,payments-gateway,2026-05-10 17:21:00,True
L000157,U0002,core-banking,2026-06-16 13:15:00,True
L000158,U0002,data-warehouse,2026-04-07 13:14:00,True
L000159,U0002,gl-system,2026-06-15 16:09:00,True
L000160,U0002,crm,2026-06-29 15:51:00,True
L000161,U0002,gl-system,2026-06-29 09:23:00,True
L000162,U0002,payments-gateway,2026-04-29 12:18:00,True
L000163,U0002,core-banking,2026-05-12 20:38:00,True
L000164,U0002,data-warehouse,2026-06-09 13:01:00,True
L000165,U0002,card-switch,2026-06-02 11:30:00,True
L000166,U0002,crm,2026-06-30 12:55:00,True
L000167,U0002,payments-gateway,2026-05-02 11:24:00,True
L000168,U0002,card-switch,2026-04-26 13:09:00,True
L000169,U0002,payments-gateway,2026-04-12 10:00:00,True
L000170,U0002,card-switch,2026-05-13 11:35:00,True
L000171,U0002,core-banking,2026-06-26 18:31:00,True
L000172,U0002,payments-gateway,2026-05-11 14:32:00,True
L000173,U0002,payments-gateway,2026-04-15 10:21:00,True
L000174,U0002,core-banking,2026-06-13 07:59:00,True
L000175,U0002,core-banking,2026-06-28 08:43:00,True
L000176,U0002,data-warehouse,2026-06-24 11:54:00,True
L000177,U0002,card-switch,2026-05-15 13:40:00,True
L000178,U0002,payments-gateway,2026-05-04 15:35:00,True
L000179,U0002,core-banking,2026-05-09 13:56:00,True
L000180,U0002,core-banking,2026-05-02 03:17:00,True
L000181,U0002,payments-gateway,2026-06-12 15:53:00,True
L000182,U0002,gl-system,2026-04-25 12:33:00,True
L000183,U0002,crm,2026-05-15 16:08:00,True
L000184,U0002,payments-gateway,2026-06-22 17:18:00,True
L000185,U0002,gl-system,2026-06-10 11:41:00,True
L000186,U0002,core-banking,2026-04-08 18:42:00,True
L000187,U0002,core-banking,2026-06-11 18:59:00,True
L000188,U0002,crm,2026-05-10 11:32:00,True
L000189,U0002,gl-system,2026-06-01 17:59:00,True
L000190,U0002,payments-gateway,2026-06-26 10:16:00,True
L000191,U0002,data-warehouse,2026-05-11 16:43:00,True
L000192,U0002,core-banking,2026-06-17 15:25:00,False
L000193,U0002,crm,2026-05-20 13:33:00,True
L000194,U0002,payments-gateway,2026-05-09 15:45:00,True
L000195,U0002,data-warehouse,2026-05-08 10:03:00,True
L000196,U0002,payments-gateway,2026-04-04 15:14:00,True
L000197,U0002,data-warehouse,2026-05-16 18:44:00,True
L000198,U0002,crm,2026-05-22 16:45:00,True
L000199,U0002,gl-system,2026-04-07 11:38:00,True
L000200,U0002,card-switch,2026-05-29 11:22:00,True
L000201,U0002,card-switch,2026-04-24 10:14:00,True
L000202,U0002,crm,2026-05-10 14:04:00,True
L000203,U0002,payments-gateway,2026-05-06 11:22:00,True
L000204,U0002,data-warehouse,2026-04-19 12:16:00,True
L000205,U0002,data-warehouse,2026-04-06 15:25:00,True
L000206,U0002,core-banking,2026-05-25 14:31:00,True
L000207,U0002,gl-system,2026-04-17 15:07:00,True
L000208,U0002,gl-system,2026-05-12 13:45:00,True
L000209,U0002,data-warehouse,2026-06-30 08:01:00,True
L000210,U0002,gl-system,2026-06-12 11:19:00,False
L000211,U0002,payments-gateway,2026-06-20 08:09:00,True
L000212,U0002,payments-gateway,2026-05-13 15:19:00,False
L000213,U0002,crm,2026-05-18 09:56:00,True
L000214,U0002,gl-system,2026-06-20 18:34:00,True
L000215,U0002,card-switch,2026-05-14 10:59:00,True
L000216,U0002,card-switch,2026-04-05 09:33:00,True
L000217,U0002,card-switch,2026-05-23 13:55:00,True
L000218,U0002,data-warehouse,2026-04-03 12:17:00,True
L000219,U0003,gl-system,2026-05-07 11:42:00,True
L000220,U0003,core-banking,2026-05-14 16:19:00,True
L000221,U0003,payments-gateway,2026-06-09 13:51:00,True
L000222,U0003,core-banking,2026-04-29 12:52:00,True
L000223,U0003,payments-gateway,2026-05-08 08:03:00,True
L000224,U0003,crm,2026-05-01 22:20:00,True
L000225,U0003,crm,2026-05-11 17:12:00,True
L000226,U0003,payments-gateway,2026-04-13 07:44:00,True
L000227,U0003,core-banking,2026-04-10 13:14:00,True
L000228,U0003,payments-gateway,2026-04-04 11:59:00,True
L000229,U0003,gl-system,2026-04-26 15:25:00,True
L000230,U0003,core-banking,2026-04-21 12:55:00,True
L000231,U0003,crm,2026-06-15 11:08:00,True
L000232,U0003,core-banking,2026-05-16 14:31:00,True
L000233,U0003,gl-system,2026-05-01 10:54:00,True
L000234,U0003,payments-gateway,2026-04-05 16:06:00,True
L000235,U0003,core-banking,2026-06-01 11:19:00,True
L000236,U0003,gl-system,2026-05-11 11:11:00,True
L000237,U0003,card-switch,2026-06-08 13:55:00,True
L000238,U0003,crm,2026-04-19 11:13:00,True
L000239,U0003,crm,2026-06-16 14:36:00,True
L000240,U0003,payments-gateway,2026-06-23 18:44:00,True
L000241,U0003,payments-gateway,2026-04-06 13:32:00,True
L000242,U0003,payments-gateway,2026-05-08 10:08:00,True
L000243,U0003,crm,2026-04-14 08:33:00,True
L000244,U0003,core-banking,2026-05-04 15:45:00,True
L000245,U0003,payments-gateway,2026-05-05 04:35:00,True
L000246,U0003,gl-system,2026-04-25 11:39:00,True
L000247,U0003,payments-gateway,2026-06-02 13:04:00,True
L000248,U0003,crm,2026-06-05 13:26:00,True
L000249,U0003,payments-gateway,2026-04-14 16:42:00,True
L000250,U0003,crm,2026-06-23 12:21:00,True
L000251,U0003,card-switch,2026-06-21 14:34:00,True
L000252,U0003,gl-system,2026-06-19 19:00:00,True
L000253,U0003,card-switch,2026-05-20 10:47:00,True
L000254,U0003,crm,2026-06-09 17:07:00,True
L000255,U0003,gl-system,2026-04-10 16:00:00,True
L000256,U0003,crm,2026-05-05 11:40:00,True
L000257,U0003,payments-gateway,2026-05-27 08:44:00,True
L000258,U0003,payments-gateway,2026-05-21 11:47:00,True
L000259,U0003,core-banking,2026-05-19 12:05:00,True
L000260,U0003,core-banking,2026-04-22 11:11:00,True
L000261,U0003,crm,2026-05-17 17:16:00,True
L000262,U0003,card-switch,2026-05-23 12:19:00,True
L000263,U0003,core-banking,2026-04-10 09:24:00,True
L000264,U0003,data-warehouse,2026-04-27 11:31:00,True
L000265,U0003,core-banking,2026-05-14 08:43:00,True
L000266,U0003,gl-system,2026-04-11 06:05:00,True
L000267,U0003,payments-gateway,2026-06-10 20:13:00,True
L000268,U0003,payments-gateway,2026-05-03 13:32:00,True
L000269,U0003,crm,2026-05-21 16:27:00,True
L000270,U0003,data-warehouse,2026-04-10 11:10:00,True
L000271,U0003,payments-gateway,2026-06-20 14:27:00,True
L000272,U0003,data-warehouse,2026-06-24 13:56:00,True
L000273,U0003,payments-gateway,2026-06-27 13:57:00,True
L000274,U0003,gl-system,2026-05-05 09:42:00,True
L000275,U0003,crm,2026-06-29 13:56:00,True
L000276,U0003,card-switch,2026-06-09 12:00:00,True
L000277,U0003,crm,2026-06-18 11:09:00,True
L000278,U0003,payments-gateway,2026-06-07 14:55:00,True
L000279,U0003,crm,2026-04-21 16:27:00,True
L000280,U0003,crm,2026-06-14 12:37:00,True
L000281,U0003,gl-system,2026-06-20 11:25:00,True
L000282,U0003,crm,2026-06-23 16:30:00,True
L000283,U0003,core-banking,2026-05-12 12:03:00,True
L000284,U0003,data-warehouse,2026-05-29 14:27:00,True
L000285,U0003,core-banking,2026-06-07 13:49:00,True
L000286,U0003,payments-gateway,2026-04-26 17:17:00,False
L000287,U0003,crm,2026-06-17 08:35:00,True
L000288,U0003,core-banking,2026-06-20 09:02:00,True
L000289,U0003,crm,2026-04-22 15:54:00,True
L000290,U0003,crm,2026-04-04 13:03:00,True
L000291,U0003,core-banking,2026-06-26 15:41:00,True
L000292,U0003,data-warehouse,2026-06-15 09:17:00,True
L000293,U0003,card-switch,2026-06-16 14:42:00,True
L000294,U0003,card-switch,2026-05-01 15:44:00,False
L000295,U0003,crm,2026-06-28 15:30:00,True
L000296,U0003,core-banking,2026-06-08 10:01:00,True
L000297,U0003,core-banking,2026-04-08 15:43:00,True
L000298,U0003,core-banking,2026-06-19 10:36:00,True
L000299,U0003,crm,2026-05-19 14:41:00,True
L000300,U0003,core-banking,2026-05-28 14:33:00,True
L000301,U0003,crm,2026-05-14 14:45:00,True
L000302,U0003,card-switch,2026-04-10 15:50:00,False
L000303,U0003,data-warehouse,2026-06-10 11:03:00,True
L000304,U0003,crm,2026-06-23 16:58:00,True
L000305,U0003,gl-system,2026-05-02 22:08:00,True
L000306,U0003,payments-gateway,2026-06-30 11:50:00,True
L000307,U0003,payments-gateway,2026-06-28 18:45:00,True
L000308,U0003,payments-gateway,2026-06-19 10:27:00,True
L000309,U0003,payments-gateway,2026-05-31 10:29:00,True
L000310,U0003,core-banking,2026-06-21 08:30:00,True
L000311,U0003,payments-gateway,2026-05-22 14:57:00,True
L000312,U0003,gl-system,2026-05-31 14:56:00,True
L000313,U0003,data-warehouse,2026-04-22 09:17:00,True
L000314,U0003,data-warehouse,2026-05-12 16:36:00,True
L000315,U0003,card-switch,2026-06-21 15:58:00,True
L000316,U0003,crm,2026-06-07 14:16:00,True
L000317,U0003,payments-gateway,2026-04-20 14:18:00,True
L000318,U0003,core-banking,2026-06-28 09:17:00,True
L000319,U0003,card-switch,2026-04-17 08:20:00,True
L000320,U0003,core-banking,2026-06-15 09:19:00,True
L000321,U0003,crm,2026-06-03 12:35:00,True
L000322,U0003,card-switch,2026-04-29 11:10:00,True
L000323,U0003,gl-system,2026-06-19 14:19:00,True
L000324,U0003,core-banking,2026-05-03 14:06:00,True
L000325,U0003,core-banking,2026-04-17 12:38:00,True
L000326,U0003,card-switch,2026-05-25 16:27:00,True
L000327,U0003,payments-gateway,2026-04-27 20:34:00,True
L000328,U0003,card-switch,2026-05-19 13:57:00,True
L000329,U0003,card-switch,2026-06-20 11:01:00,True
L000330,U0003,core-banking,2026-06-03 14:55:00,False
L000331,U0003,core-banking,2026-05-20 09:35:00,True
L000332,U0003,gl-system,2026-04-08 14:47:00,True
L000333,U0003,data-warehouse,2026-05-19 09:03:00,True
L000334,U0003,core-banking,2026-06-22 13:19:00,True
L000335,U0003,gl-system,2026-04-21 10:42:00,True
L000336,U0003,data-warehouse,2026-05-08 13:05:00,True
L000337,U0003,card-switch,2026-05-10 16:13:00,False
L000338,U0003,card-switch,2026-06-07 10:27:00,True
L000339,U0003,crm,2026-06-01 13:31:00,True
L000340,U0004,core-banking,2026-06-05 14:11:00,True
L000341,U0004,core-banking,2026-05-22 10:40:00,True
L000342,U0004,core-banking,2026-05-09 12:53:00,True
L000343,U0004,payments-gateway,2026-04-12 16:02:00,True
L000344,U0004,card-switch,2026-05-18 11:56:00,True
L000345,U0004,payments-gateway,2026-06-16 17:40:00,True
L000346,U0004,payments-gateway,2026-05-31 08:07:00,True
L000347,U0004,card-switch,2026-05-10 12:41:00,True
L000348,U0004,core-banking,2026-06-19 14:31:00,True
L000349,U0004,crm,2026-06-30 12:09:00,False
L000350,U0004,card-switch,2026-05-24 14:31:00,True
L000351,U0004,card-switch,2026-06-29 22:17:00,True
L000352,U0004,crm,2026-04-09 15:33:00,True
L000353,U0004,core-banking,2026-04-08 15:56:00,True
L000354,U0004,data-warehouse,2026-06-07 16:14:00,False
L000355,U0004,data-warehouse,2026-06-09 16:44:00,True
L000356,U0004,gl-system,2026-06-25 11:28:00,True
L000357,U0004,card-switch,2026-05-15 13:50:00,True
L000358,U0004,gl-system,2026-04-11 10:24:00,True
L000359,U0004,crm,2026-04-14 06:30:00,True
L000360,U0004,core-banking,2026-05-03 12:32:00,True
L000361,U0004,core-banking,2026-05-07 07:13:00,True
L000362,U0004,data-warehouse,2026-04-22 18:16:00,True
L000363,U0004,card-switch,2026-06-07 13:39:00,True
L000364,U0004,data-warehouse,2026-06-18 10:52:00,True
L000365,U0004,payments-gateway,2026-05-24 10:49:00,True
L000366,U0004,gl-system,2026-05-12 11:09:00,True
L000367,U0004,gl-system,2026-05-23 12:19:00,True
L000368,U0004,core-banking,2026-05-09 10:02:00,True
L000369,U0004,core-banking,2026-06-22 12:52:00,True
L000370,U0004,crm,2026-05-01 12:56:00,True
L000371,U0004,core-banking,2026-04-19 12:33:00,True
L000372,U0004,data-warehouse,2026-06-28 12:17:00,True
L000373,U0004,payments-gateway,2026-06-29 14:01:00,True
L000374,U0004,payments-gateway,2026-05-22 12:23:00,True
L000375,U0004,card-switch,2026-06-23 08:47:00,True
L000376,U0004,card-switch,2026-06-04 07:48:00,True
L000377,U0004,card-switch,2026-04-21 14:33:00,True
L000378,U0004,data-warehouse,2026-05-13 07:25:00,True
L000379,U0004,card-switch,2026-06-05 10:33:00,True
L000380,U0004,crm,2026-04-29 09:32:00,True
L000381,U0004,crm,2026-06-12 18:40:00,True
L000382,U0004,core-banking,2026-06-13 08:59:00,True
L000383,U0004,gl-system,2026-05-15 13:36:00,True
L000384,U0004,card-switch,2026-04-19 13:20:00,True
L000385,U0004,card-switch,2026-04-11 16:24:00,True
L000386,U0004,gl-system,2026-07-01 16:01:00,True
L000387,U0004,card-switch,2026-05-24 14:48:00,True
L000388,U0004,data-warehouse,2026-06-06 15:07:00,True
L000389,U0004,data-warehouse,2026-05-22 13:55:00,True
L000390,U0004,crm,2026-05-08 10:48:00,True
L000391,U0004,gl-system,2026-05-08 19:52:00,True
L000392,U0004,core-banking,2026-05-28 11:40:00,True
L000393,U0004,card-switch,2026-05-28 16:50:00,False
L000394,U0004,core-banking,2026-06-27 07:00:00,True
L000395,U0004,crm,2026-06-05 17:47:00,True
L000396,U0004,data-warehouse,2026-05-09 09:20:00,True
L000397,U0004,core-banking,2026-05-14 08:53:00,True
L000398,U0004,data-warehouse,2026-06-02 14:58:00,True
L000399,U0004,gl-system,2026-06-10 17:51:00,True
L000400,U0004,payments-gateway,2026-05-13 12:16:00,True
L000401,U0004,gl-system,2026-04-08 14:29:00,True
L000402,U0004,gl-system,2026-05-06 16:36:00,True
L000403,U0004,payments-gateway,2026-04-13 16:11:00,True
L000404,U0004,data-warehouse,2026-04-19 16:33:00,True
L000405,U0004,payments-gateway,2026-06-15 12:45:00,True
L000406,U0004,card-switch,2026-06-04 12:35:00,True
L000407,U0004,core-banking,2026-05-24 16:15:00,True
L000408,U0004,card-switch,2026-06-25 14:37:00,True
L000409,U0004,data-warehouse,2026-05-27 09:54:00,True
L000410,U0004,payments-gateway,2026-05-27 12:23:00,True
L000411,U0004,card-switch,2026-06-26 14:19:00,True
L000412,U0004,data-warehouse,2026-06-24 16:34:00,True
L000413,U0004,crm,2026-06-04 12:57:00,True
L000414,U0004,payments-gateway,2026-06-06 13:59:00,True
L000415,U0004,payments-gateway,2026-04-23 12:00:00,True
L000416,U0004,gl-system,2026-06-09 18:21:00,True
L000417,U0004,data-warehouse,2026-05-16 12:36:00,True
L000418,U0004,core-banking,2026-05-08 17:21:00,True
L000419,U0004,payments-gateway,2026-06-06 16:57:00,True
L000420,U0004,crm,2026-06-07 10:24:00,True
L000421,U0004,data-warehouse,2026-04-23 14:53:00,True
L000422,U0004,data-warehouse,2026-05-05 18:45:00,True
L000423,U0004,payments-gateway,2026-04-23 10:24:00,True
L000424,U0004,crm,2026-06-26 07:15:00,True
L000425,U0004,core-banking,2026-05-04 14:16:00,True
L000426,U0004,crm,2026-04-19 15:40:00,True
L000427,U0004,card-switch,2026-06-10 17:23:00,True
L000428,U0004,payments-gateway,2026-04-15 09:54:00,True
L000429,U0004,gl-system,2026-04-24 15:19:00,True
L000430,U0004,core-banking,2026-06-17 12:32:00,True
L000431,U0004,payments-gateway,2026-04-10 13:54:00,True
L000432,U0004,payments-gateway,2026-05-01 15:20:00,True
L000433,U0004,data-warehouse,2026-04-05 13:22:00,True
L000434,U0004,card-switch,2026-05-30 13:02:00,True
L000435,U0004,data-warehouse,2026-04-22 17:52:00,True
L000436,U0004,crm,2026-05-11 11:03:00,True
L000437,U0004,core-banking,2026-04-03 07:25:00,True
L000438,U0005,card-switch,2026-06-15 17:21:00,True
L000439,U0005,crm,2026-06-10 17:36:00,True
L000440,U0005,payments-gateway,2026-05-14 15:17:00,True
L000441,U0005,card-switch,2026-05-19 07:01:00,True
L000442,U0005,core-banking,2026-05-11 10:04:00,True
L000443,U0005,data-warehouse,2026-06-10 10:40:00,True
L000444,U0005,data-warehouse,2026-04-26 12:57:00,True
L000445,U0005,card-switch,2026-04-13 16:51:00,True
L000446,U0005,card-switch,2026-04-27 16:35:00,True
L000447,U0005,core-banking,2026-05-12 08:30:00,True
L000448,U0005,data-warehouse,2026-05-24 13:51:00,True
L000449,U0005,gl-system,2026-05-12 12:42:00,True
L000450,U0005,gl-system,2026-04-08 08:39:00,True
L000451,U0005,card-switch,2026-04-27 13:58:00,True
L000452,U0005,payments-gateway,2026-04-27 15:38:00,True
L000453,U0005,core-banking,2026-06-29 12:51:00,True
L000454,U0005,data-warehouse,2026-06-23 13:51:00,True
L000455,U0005,crm,2026-05-10 14:12:00,True
L000456,U0005,card-switch,2026-05-16 13:37:00,True
L000457,U0005,core-banking,2026-05-19 14:15:00,True
L000458,U0005,payments-gateway,2026-04-09 06:28:00,True
L000459,U0005,card-switch,2026-06-03 14:14:00,True
L000460,U0005,gl-system,2026-04-21 10:13:00,True
L000461,U0005,card-switch,2026-05-03 09:56:00,True
L000462,U0005,card-switch,2026-05-01 14:21:00,True
L000463,U0005,core-banking,2026-05-07 12:04:00,True
L000464,U0005,data-warehouse,2026-04-06 17:16:00,True
L000465,U0005,payments-gateway,2026-05-30 09:31:00,True
L000466,U0005,crm,2026-04-06 10:37:00,True
L000467,U0005,crm,2026-05-01 12:19:00,True
L000468,U0005,gl-system,2026-06-18 12:32:00,True
L000469,U0005,core-banking,2026-05-04 12:24:00,True
L000470,U0005,payments-gateway,2026-06-30 10:30:00,False
L000471,U0005,crm,2026-06-27 13:09:00,True
L000472,U0005,gl-system,2026-05-06 15:56:00,True
L000473,U0005,crm,2026-04-13 13:33:00,True
L000474,U0005,payments-gateway,2026-05-24 13:04:00,True
L000475,U0005,card-switch,2026-04-20 11:50:00,True
L000476,U0005,crm,2026-05-06 11:32:00,True
L000477,U0005,crm,2026-06-06 07:16:00,True
L000478,U0005,gl-system,2026-04-08 15:25:00,True
L000479,U0005,core-banking,2026-05-12 15:28:00,True
L000480,U0005,crm,2026-05-23 12:45:00,True
L000481,U0005,gl-system,2026-05-30 12:40:00,True
L000482,U0005,crm,2026-05-04 12:22:00,True
L000483,U0005,gl-system,2026-05-16 11:14:00,True
L000484,U0005,card-switch,2026-05-24 14:50:00,True
L000485,U0005,core-banking,2026-06-08 14:13:00,True
L000486,U0005,card-switch,2026-05-23 11:00:00,False
L000487,U0005,payments-gateway,2026-04-13 16:40:00,True
L000488,U0005,payments-gateway,2026-04-07 14:00:00,True
L000489,U0005,data-warehouse,2026-05-02 07:28:00,True
L000490,U0005,data-warehouse,2026-06-13 18:34:00,True
L000491,U0005,core-banking,2026-06-13 18:00:00,True
L000492,U0005,data-warehouse,2026-06-30 17:31:00,True
L000493,U0005,gl-system,2026-04-13 12:27:00,True
