change_id,system,category,requested_by,approved_by,implemented_by,approved_at,implemented_at,emergency,pir_completed,test_completed,test_approved_by,status
CHG00054,core-banking,major,U0172,U0137,U0194,2026-06-26 13:00:00,2026-06-30 03:00:00,False,False,True,U0137,closed
CHG00055,card-switch,major,U0186,U0034,U0109,2026-06-23 15:00:00,2026-06-25 15:00:00,False,False,True,U0034,closed
CHG00056,crm,normal,U0220,U0191,U0023,2026-05-01 03:00:00,2026-05-02 00:00:00,False,False,True,U0191,closed
CHG00057,gl-system,normal,U0089,,U0013,,2026-06-29 04:00:00,False,False,True,U0246,closed
CHG00058,data-warehouse,major,U0055,U0265,U0257,2026-04-10 11:00:00,2026-04-11 23:00:00,False,False,True,U0265,closed
CHG00059,gl-system,normal,U0261,U0200,U0087,2026-06-01 04:00:00,2026-06-01 18:00:00,True,True,True,U0200,closed
CHG00060,data-warehouse,major,U0095,U0165,U0036,2026-04-14 09:00:00,2026-04-14 21:00:00,False,False,True,U0165,closed
CHG00061,card-switch,normal,U0228,U0277,U0083,2026-06-23 19:00:00,2026-06-26 04:00:00,True,True,True,U0277,closed
CHG00062,core-banking,major,U0257,U0293,U0283,2026-06-22 10:00:00,2026-06-22 14:00:00,False,False,True,U0293,closed
CHG00063,card-switch,standard,U0003,U0123,U0147,2026-05-25 22:00:00,2026-05-27 05:00:00,False,False,True,U0123,closed
CHG00064,gl-system,normal,U0289,U0123,U0173,2026-04-15 04:00:00,2026-04-16 21:00:00,False,False,True,U0123,closed
CHG00065,gl-system,normal,U0122,U0262,U0208,2026-06-16 16:00:00,2026-06-20 14:00:00,True,True,True,U0262,closed
CHG00066,crm,normal,U0209,U0096,U0124,2026-05-07 11:00:00,2026-05-08 15:00:00,False,False,True,U0096,closed
CHG00067,card-switch,standard,U0293,U0160,U0211,2026-04-17 02:00:00,2026-04-18 20:00:00,True,True,True,U0160,closed
CHG00068,payments-gateway,normal,U0182,U0091,U0054,2026-04-08 17:00:00,2026-04-08 21:00:00,False,False,True,U0091,closed
CHG00069,core-banking,normal,U0074,U0038,U0001,2026-04-24 18:00:00,2026-04-27 08:00:00,False,False,True,U0038,closed
CHG00070,gl-system,normal,U0193,U0149,U0206,2026-04-09 06:00:00,2026-04-11 06:00:00,False,False,True,U0149,closed
CHG00071,card-switch,standard,U0128,U0011,U0229,2026-06-11 19:00:00,2026-06-14 12:00:00,False,False,True,U0011,closed
CHG00072,card-switch,standard,U0202,U0091,U0109,2026-06-10 23:00:00,2026-06-13 12:00:00,False,False,True,U0091,closed
CHG00073,payments-gateway,standard,U0062,U0072,U0041,2026-06-24 23:00:00,2026-06-25 16:00:00,False,False,True,U0072,closed
CHG00074,payments-gateway,major,U0255,U0169,U0012,2026-06-11 19:00:00,2026-06-15 01:00:00,False,False,True,U0169,closed
CHG00075,card-switch,normal,U0247,U0294,U0265,2026-04-03 05:00:00,2026-04-04 13:00:00,True,True,True,U0294,closed
CHG00076,payments-gateway,normal,U0230,U0031,U0092,2026-06-18 19:00:00,2026-06-19 22:00:00,True,True,True,U0031,closed
CHG00077,crm,standard,U0172,U0101,U0223,2026-06-11 02:00:00,2026-06-13 09:00:00,False,False,True,U0101,closed
CHG00078,data-warehouse,major,U0005,U0033,U0129,2026-04-07 09:00:00,2026-04-10 20:00:00,False,False,True,U0033,closed
CHG00079,card-switch,standard,U0109,U0231,U0199,2026-06-06 14:00:00,2026-06-09 15:00:00,False,False,True,U0231,closed
CHG00080,core-banking,major,U0108,U0090,U0299,2026-05-31 03:00:00,2026-06-01 21:00:00,False,False,True,U0090,closed
CHG00081,core-banking,major,U0258,U0112,U0067,2026-06-16 00:00:00,2026-06-19 23:00:00,True,True,True,U0112,closed
CHG00082,gl-system,normal,U0235,U0245,U0232,2026-05-15 16:00:00,2026-05-17 17:00:00,False,False,True,U0245,closed
CHG00083,crm,major,U0062,,U0044,,2026-04-15 13:00:00,False,False,True,U0172,closed
CHG00084,core-banking,normal,U0083,U0186,U0219,2026-05-26 23:00:00,2026-05-28 21:00:00,False,False,True,U0186,closed
CHG00085,card-switch,standard,U0278,U0036,U0036,2026-05-10 08:00:00,2026-05-12 04:00:00,False,False,True,U0042,closed
CHG00086,data-warehouse,normal,U0288,U0172,U0074,2026-04-24 20:00:00,2026-04-28 17:00:00,True,True,True,U0172,closed
CHG00087,crm,normal,U0223,U0124,U0288,2026-05-01 16:00:00,2026-05-02 07:00:00,False,False,True,U0124,closed
CHG00088,gl-system,major,U0014,U0278,U0062,2026-04-29 19:00:00,2026-05-03 16:00:00,False,False,True,U0278,closed
CHG00089,crm,standard,U0071,U0272,U0272,2026-06-08 22:00:00,2026-06-10 08:00:00,True,True,True,U0047,closed
CHG00090,data-warehouse,normal,U0162,U0096,U0216,2026-04-06 02:00:00,2026-04-08 01:00:00,False,False,True,U0096,closed
CHG00091,core-banking,standard,U0173,U0228,U0288,2026-04-19 02:00:00,2026-04-19 14:00:00,False,False,True,U0228,closed
CHG00092,core-banking,normal,U0120,U0003,U0234,2026-06-12 17:00:00,2026-06-16 14:00:00,False,False,True,U0003,closed
CHG00093,gl-system,normal,U0166,U0065,U0036,2026-06-02 15:00:00,2026-06-06 09:00:00,False,False,True,U0065,closed
CHG00094,crm,major,U0120,U0042,U0138,2026-06-03 13:00:00,2026-06-05 01:00:00,False,False,True,U0042,closed
CHG00095,gl-system,normal,U0261,U0208,U0004,2026-04-16 03:00:00,2026-04-18 13:00:00,False,False,True,U0208,closed
CHG00096,payments-gateway,standard,U0030,U0005,U0255,2026-06-14 17:00:00,2026-06-16 22:00:00,False,False,True,U0005,closed
CHG00097,card-switch,standard,U0200,U0167,U0020,2026-05-01 11:00:00,2026-05-02 01:00:00,False,False,True,U0167,closed
CHG00098,gl-system,normal,U0196,U0265,U0168,2026-05-02 20:00:00,2026-05-06 09:00:00,False,False,True,U0265,closed
CHG00099,core-banking,normal,U0189,U0042,U0055,2026-05-21 21:00:00,2026-05-25 09:00:00,False,False,True,U0042,closed
CHG00100,payments-gateway,major,U0142,U0034,U0012,2026-04-30 09:00:00,2026-05-04 01:00:00,False,False,True,U0034,closed
CHG00101,core-banking,standard,U0130,U0297,U0093,2026-05-14 03:00:00,2026-05-16 11:00:00,False,False,True,U0297,closed
CHG00102,payments-gateway,major,U0253,U0054,U0044,2026-06-05 06:00:00,2026-06-08 17:00:00,False,False,True,U0054,closed
CHG00103,data-warehouse,normal,U0297,U0195,U0024,2026-04-21 06:00:00,2026-04-25 05:00:00,True,True,True,U0195,closed
CHG00104,gl-system,standard,U0137,U0030,U0014,2026-06-15 14:00:00,2026-06-17 01:00:00,True,True,True,U0030,closed
CHG00105,data-warehouse,normal,U0034,U0109,U0046,2026-05-26 21:00:00,2026-05-27 01:00:00,False,False,True,U0109,closed
CHG00106,gl-system,standard,U0051,U0015,U0204,2026-05-02 16:00:00,2026-05-04 13:00:00,False,False,True,U0015,closed
CHG00107,card-switch,normal,U0297,U0093,U0207,2026-06-02 11:00:00,2026-06-05 22:00:00,True,True,True,U0093,closed
CHG00108,gl-system,normal,U0162,,U0289,,2026-04-28 17:00:00,False,False,True,U0003,closed
CHG00109,crm,normal,U0118,U0238,U0088,2026-04-10 05:00:00,2026-04-13 13:00:00,False,False,True,U0238,closed
CHG00110,payments-gateway,normal,U0117,U0062,U0240,2026-05-07 21:00:00,2026-05-10 22:00:00,False,False,True,U0062,closed
CHG00111,core-banking,major,U0093,U0127,U0008,2026-06-27 04:00:00,2026-06-28 05:00:00,True,True,True,U0127,closed
CHG00112,data-warehouse,standard,U0169,U0057,U0255,2026-06-24 08:00:00,2026-06-26 14:00:00,False,False,True,U0057,closed
CHG00113,gl-system,normal,U0209,U0013,U0095,2026-05-08 12:00:00,2026-05-08 20:00:00,True,True,True,U0013,closed
CHG00114,payments-gateway,normal,U0269,U0137,U0078,2026-04-10 09:00:00,2026-04-11 13:00:00,False,False,True,U0137,closed
CHG00115,crm,normal,U0242,U0032,U0213,2026-05-24 08:00:00,2026-05-25 10:00:00,False,False,True,U0032,closed
CHG00116,core-banking,normal,U0228,U0020,U0071,2026-05-25 06:00:00,2026-05-26 07:00:00,False,False,True,U0020,closed
CHG00117,payments-gateway,normal,U0102,U0258,U0027,2026-05-29 15:00:00,2026-05-30 05:00:00,False,False,True,U0258,closed
CHG00118,gl-system,standard,U0184,U0132,U0257,2026-05-05 10:00:00,2026-05-06 21:00:00,False,False,True,U0132,closed
CHG00119,card-switch,major,U0133,U0300,U0045,2026-06-05 13:00:00,2026-06-07 07:00:00,False,False,True,U0300,closed
CHG00120,card-switch,standard,U0084,U0149,U0253,2026-05-20 20:00:00,2026-05-22 20:00:00,False,False,True,U0149,closed
CHG00121,card-switch,major,U0261,U0255,U0264,2026-05-16 15:00:00,2026-05-18 17:00:00,False,False,True,U0255,closed
CHG00122,core-banking,standard,U0062,U0057,U0066,2026-06-14 20:00:00,2026-06-15 09:00:00,False,False,True,U0057,closed
CHG00123,core-banking,normal,U0027,U0280,U0170,2026-05-27 19:00:00,2026-05-28 22:00:00,False,False,True,U0280,closed
CHG00124,core-banking,normal,U0247,U0102,U0293,2026-04-24 08:00:00,2026-04-27 05:00:00,False,False,True,U0102,closed
CHG00125,core-banking,standard,U0254,U0296,U0234,2026-05-03 23:00:00,2026-05-07 21:00:00,False,False,True,U0296,closed
CHG00126,payments-gateway,normal,U0282,U0138,U0108,2026-05-11 18:00:00,2026-05-15 06:00:00,True,False,True,U0138,closed
CHG00127,core-banking,standard,U0197,U0021,U0033,2026-05-04 21:00:00,2026-05-06 01:00:00,False,False,True,U0021,closed
CHG00128,data-warehouse,standard,U0214,U0279,U0201,2026-05-18 16:00:00,2026-05-21 16:00:00,True,True,True,U0279,closed
CHG00129,data-warehouse,normal,U0126,U0109,U0190,2026-06-18 14:00:00,2026-06-21 18:00:00,True,True,True,U0109,closed
CHG00130,crm,major,U0180,U0123,U0193,2026-05-08 04:00:00,2026-05-11 09:00:00,False,False,True,U0123,closed
CHG00131,card-switch,normal,U0040,U0285,U0024,2026-06-29 02:00:00,2026-06-30 13:00:00,False,False,True,U0285,closed
CHG00132,payments-gateway,major,U0056,U0128,U0024,2026-04-17 22:00:00,2026-04-20 00:00:00,False,False,True,U0128,closed
CHG00133,payments-gateway,normal,U0033,U0235,U0288,2026-04-04 07:00:00,2026-04-05 05:00:00,False,False,True,U0235,closed
CHG00134,card-switch,standard,U0082,U0119,U0142,2026-05-13 23:00:00,2026-05-17 02:00:00,False,False,True,U0119,closed
CHG00135,data-warehouse,normal,U0134,U0097,U0038,2026-05-02 09:00:00,2026-05-04 23:00:00,False,False,True,U0097,closed
CHG00136,data-warehouse,standard,U0210,U0294,U0217,2026-04-19 03:00:00,2026-04-20 20:00:00,False,False,True,U0294,closed
CHG00137,data-warehouse,major,U0207,U0215,U0286,2026-06-17 11:00:00,2026-06-20 06:00:00,True,True,True,U0215,closed
CHG00138,crm,normal,U0300,U0090,U0141,2026-06-08 21:00:00,2026-06-09 20:00:00,True,True,True,U0090,closed
CHG00139,gl-system,normal,U0211,U0217,U0123,2026-04-29 16:00:00,2026-05-02 15:00:00,False,False,True,U0217,closed
CHG00140,data-warehouse,normal,U0063,U0160,U0169,2026-04-27 10:00:00,2026-04-29 00:00:00,False,False,True,U0160,closed
CHG00141,gl-system,standard,U0279,U0078,U0003,2026-06-24 18:00:00,2026-06-25 23:00:00,True,True,False,,closed
CHG00142,gl-system,normal,U0174,U0297,U0157,2026-04-08 23:00:00,2026-04-11 08:00:00,False,False,True,U0297,closed
CHG00143,payments-gateway,major,U0250,U0283,U0160,2026-05-17 15:00:00,2026-05-19 05:00:00,False,False,True,U0283,closed
CHG00144,gl-system,standard,U0224,U0079,U0101,2026-05-11 09:00:00,2026-05-14 22:00:00,True,True,True,U0079,closed
CHG00145,core-banking,standard,U0213,U0024,U0024,2026-04-11 11:00:00,2026-04-14 08:00:00,False,False,True,U0224,closed
CHG00146,data-warehouse,major,U0194,U0157,U0160,2026-04-26 02:00:00,2026-04-26 06:00:00,False,False,True,U0157,closed
CHG00147,gl-system,normal,U0237,U0002,U0143,2026-05-10 01:00:00,2026-05-11 09:00:00,False,False,True,U0002,closed
CHG00148,core-banking,major,U0013,U0181,U0109,2026-05-15 11:00:00,2026-05-16 09:00:00,False,False,True,U0181,closed
CHG00149,card-switch,normal,U0234,U0294,U0099,2026-06-20 01:00:00,2026-06-22 07:00:00,False,False,True,U0294,closed
CHG00150,payments-gateway,standard,U0137,U0170,U0213,2026-04-30 10:00:00,2026-05-04 04:00:00,False,False,True,U0170,closed
CHG00151,crm,standard,U0010,U0039,U0160,2026-06-08 01:00:00,2026-06-08 21:00:00,False,False,True,U0039,closed
CHG00152,payments-gateway,standard,U0087,U0192,U0250,2026-05-02 18:00:00,2026-05-03 14:00:00,False,False,True,U0192,closed
CHG00153,card-switch,major,U0113,U0210,U0037,2026-05-07 23:00:00,2026-05-10 05:00:00,False,False,True,U0210,closed
CHG00154,payments-gateway,normal,U0082,U0257,U0296,2026-06-14 07:00:00,2026-06-17 06:00:00,False,False,True,U0257,closed
CHG00155,crm,standard,U0065,U0055,U0007,2026-04-01 05:00:00,2026-04-03 14:00:00,False,False,True,U0055,closed
CHG00156,crm,major,U0199,U0086,U0138,2026-04-05 10:00:00,2026-04-06 03:00:00,False,False,True,U0086,closed
CHG00157,data-warehouse,major,U0212,U0165,U0019,2026-06-25 04:00:00,2026-06-25 22:00:00,False,False,True,U0165,closed
CHG00158,card-switch,standard,U0131,U0068,U0021,2026-05-14 03:00:00,2026-05-15 19:00:00,False,False,True,U0068,closed
CHG00159,core-banking,standard,U0265,U0185,U0199,2026-06-01 18:00:00,2026-06-03 20:00:00,False,False,True,U0185,closed
CHG00160,payments-gateway,standard,U0072,U0266,U0059,2026-05-30 10:00:00,2026-06-01 08:00:00,False,False,True,U0266,closed
CHG00161,crm,normal,U0078,U0155,U0127,2026-05-01 12:00:00,2026-05-03 17:00:00,False,False,True,U0155,closed
CHG00162,core-banking,normal,U0156,U0191,U0045,2026-04-18 15:00:00,2026-04-22 13:00:00,False,False,True,U0191,closed
CHG00163,card-switch,standard,U0253,U0097,U0185,2026-04-22 00:00:00,2026-04-25 01:00:00,False,False,True,U0097,closed
CHG00164,crm,major,U0210,U0007,U0138,2026-06-18 09:00:00,2026-06-20 16:00:00,False,False,True,U0007,closed
CHG00165,data-warehouse,major,U0272,U0155,U0120,2026-05-13 20:00:00,2026-05-14 15:00:00,False,False,True,U0155,closed
CHG00166,crm,standard,U0198,U0040,U0264,2026-05-16 14:00:00,2026-05-19 12:00:00,False,False,True,U0040,closed
CHG00167,core-banking,standard,U0155,U0123,U0121,2026-05-14 10:00:00,2026-05-17 04:00:00,False,False,True,U0123,closed
CHG00168,card-switch,standard,U0290,U0206,U0073,2026-04-01 10:00:00,2026-04-02 05:00:00,False,False,True,U0206,closed
CHG00169,core-banking,standard,U0066,U0058,U0207,2026-05-26 01:00:00,2026-05-29 14:00:00,False,False,True,U0058,closed
CHG00170,data-warehouse,normal,U0008,U0285,U0138,2026-05-06 23:00:00,2026-05-10 19:00:00,False,False,True,U0285,closed
CHG00171,data-warehouse,standard,U0064,U0275,U0225,2026-04-14 15:00:00,2026-04-16 12:00:00,False,False,True,U0275,closed
CHG00172,core-banking,normal,U0089,U0268,U0087,2026-06-20 15:00:00,2026-06-23 06:00:00,True,False,True,U0268,closed
CHG00173,crm,standard,U0014,U0264,U0017,2026-06-04 08:00:00,2026-06-06 19:00:00,False,False,True,U0264,closed
CHG00174,gl-system,standard,U0128,U0117,U0253,2026-06-24 19:00:00,2026-06-25 05:00:00,True,True,True,U0117,closed
CHG00175,payments-gateway,major,U0093,U0284,U0276,2026-05-08 03:00:00,2026-05-11 05:00:00,False,False,True,U0284,closed
CHG00176,card-switch,standard,U0042,U0251,U0036,2026-05-05 12:00:00,2026-05-06 02:00:00,False,False,True,U0251,closed
CHG00177,card-switch,standard,U0170,U0218,U0293,2026-04-29 12:00:00,2026-05-02 14:00:00,False,False,True,U0218,closed
CHG00178,data-warehouse,normal,U0178,U0066,U0258,2026-04-13 18:00:00,2026-04-16 06:00:00,False,False,True,U0066,closed
CHG00179,card-switch,standard,U0122,U0298,U0058,2026-05-03 14:00:00,2026-05-03 23:00:00,False,False,True,U0298,closed
CHG00180,payments-gateway,standard,U0241,U0084,U0217,2026-06-24 12:00:00,2026-06-25 05:00:00,True,True,True,U0084,closed
CHG00181,data-warehouse,major,U0224,U0246,U0282,2026-04-10 15:00:00,2026-04-11 20:00:00,False,False,True,U0246,closed
CHG00182,data-warehouse,standard,U0154,U0230,U0288,2026-06-20 11:00:00,2026-06-21 07:00:00,False,False,True,U0230,closed
CHG00183,payments-gateway,major,U0300,U0172,U0001,2026-05-20 19:00:00,2026-05-24 08:00:00,False,False,True,U0172,closed
CHG00184,payments-gateway,normal,U0223,U0200,U0088,2026-04-06 09:00:00,2026-04-07 23:00:00,False,False,True,U0200,closed
CHG00185,core-banking,standard,U0072,U0046,U0244,2026-04-10 16:00:00,2026-04-11 04:00:00,False,False,True,U0046,closed
CHG00186,gl-system,normal,U0189,U0103,U0087,2026-06-19 05:00:00,2026-06-20 10:00:00,False,False,True,U0103,closed
CHG00187,payments-gateway,normal,U0275,U0285,U0031,2026-05-04 19:00:00,2026-05-06 08:00:00,False,False,True,U0285,closed
CHG00188,card-switch,standard,U0143,U0265,U0081,2026-04-21 12:00:00,2026-04-25 09:00:00,False,False,True,U0265,closed
CHG00189,gl-system,standard,U0146,U0147,U0182,2026-06-10 02:00:00,2026-06-11 15:00:00,False,False,True,U0147,closed
CHG00190,core-banking,standard,U0230,U0132,U0092,2026-06-21 11:00:00,2026-06-23 02:00:00,True,True,True,U0132,closed
CHG00191,payments-gateway,standard,U0060,U0108,U0108,2026-04-15 04:00:00,2026-04-17 05:00:00,False,False,True,U0058,closed
CHG00192,data-warehouse,major,U0022,U0089,U0059,2026-04-25 05:00:00,2026-04-25 23:00:00,False,False,True,U0089,closed
CHG00193,core-banking,standard,U0278,U0156,U0128,2026-06-03 20:00:00,2026-06-05 09:00:00,False,False,True,U0156,closed
CHG00194,payments-gateway,standard,U0155,U0223,U0165,2026-05-17 18:00:00,2026-05-20 15:00:00,False,False,True,U0223,closed
CHG00195,data-warehouse,major,U0133,U0087,U0283,2026-06-15 14:00:00,2026-06-19 07:00:00,True,True,True,U0087,closed
CHG00196,payments-gateway,standard,U0154,U0202,U0245,2026-06-20 11:00:00,2026-06-23 10:00:00,False,False,True,U0202,closed
CHG00197,payments-gateway,standard,U0050,U0202,U0074,2026-06-20 10:00:00,2026-06-21 08:00:00,True,False,True,U0202,closed
CHG00198,data-warehouse,standard,U0049,U0154,U0172,2026-04-06 10:00:00,2026-04-09 21:00:00,False,False,True,U0154,closed
CHG00199,card-switch,normal,U0079,U0280,U0027,2026-05-06 00:00:00,2026-05-07 10:00:00,True,True,True,U0280,closed
CHG00200,payments-gateway,normal,U0064,U0002,U0008,2026-03-29 14:00:00,2026-04-02 04:00:00,False,False,True,U0002,closed
CHG00201,core-banking,major,U0013,U0060,U0087,2026-06-06 23:00:00,2026-06-08 05:00:00,False,False,True,U0060,closed
CHG00202,core-banking,major,U0173,U0254,U0031,2026-06-13 14:00:00,2026-06-15 12:00:00,False,False,True,U0254,closed
CHG00203,core-banking,major,U0101,U0277,U0095,2026-05-18 19:00:00,2026-05-20 07:00:00,False,False,True,U0277,closed
CHG00204,gl-system,major,U0196,U0166,U0217,2026-06-20 09:00:00,2026-06-21 01:00:00,False,False,True,U0166,closed
CHG00205,crm,major,U0180,U0053,U0272,2026-05-19 12:00:00,2026-05-23 05:00:00,False,False,True,U0053,closed
CHG00206,crm,normal,U0237,U0070,U0053,2026-06-22 13:00:00,2026-06-23 00:00:00,False,False,True,U0070,closed
CHG00207,gl-system,major,U0127,U0110,U0100,2026-05-02 22:00:00,2026-05-03 15:00:00,False,False,True,U0110,closed
CHG00208,card-switch,major,U0238,U0175,U0250,2026-04-13 10:00:00,2026-04-14 16:00:00,False,False,True,U0175,closed
CHG00209,core-banking,standard,U0266,U0035,U0143,2026-05-27 00:00:00,2026-05-27 21:00:00,False,False,True,U0035,closed
CHG00210,crm,major,U0020,U0163,U0283,2026-06-06 07:00:00,2026-06-07 19:00:00,False,False,True,U0163,closed
CHG00211,payments-gateway,major,U0220,U0237,U0140,2026-05-28 18:00:00,2026-05-29 19:00:00,False,False,True,U0237,closed
CHG00212,crm,normal,U0175,U0017,U0132,2026-04-21 22:00:00,2026-04-24 06:00:00,True,True,True,U0017,closed
CHG00213,core-banking,standard,U0110,U0034,U0078,2026-05-28 15:00:00,2026-05-31 10:00:00,False,False,True,U0034,closed
CHG00214,payments-gateway,normal,U0191,U0296,U0105,2026-04-11 23:00:00,2026-04-15 12:00:00,False,False,True,U0296,closed
